ID,job_title,company_name,job_location,job_description
415,Senior Machine Learning Engineer / Data Scientist,Meet Sally,"New York, NY","We’re looking for an experienced machine learning engineer or data scientist to join our small team of talented engineers and data scientists and play a major role in shaping an exciting platform.

Responsibilities

Lead development efforts of key features

Partner closely with data scientists and product managers to develop algorithms and drive key product or modeling decisions

Research the best metrics and experiment design to measure models performance

Present your research and insights to all levels of the company, clearly and concisely

Your profile

Expert programming experience with a scripting language such as Python (preferred)

Deep understanding of modern machine learning techniques and their mathematical underpinning, such as classification, recommendation systems and natural language processing

Experience in deploying and scaling machine learning algorithms into production environments

Strong SQL skills

Proficiency with a statistical analysis tool such as R or Python

Experience visualizing data and reporting

Experience with ETL (Extract-Transform-Load) systems is a plus

Deep product sense & Self-starter

Proficiency at translating unstructured business problems into an abstract mathematical framework. You are able to make intelligent approximations of mathematical models in order to make them practical and scalable

Ability to articulate and execute on your practical vision; you are an effective partner who listens well and incorporates others’ feedback and ideas

Requirements

Degree in Computer Science, Statistics, Math, Engineering, or related disciplines

3+ years of professional experience in engineering, data science, or related

Professional work ethic coupled with sound judgment

Experience working in rapid growth environment that requires flexibility and continuous innovation

Able to roll up your sleeves to do what is needed in urgent situations while maintaining a big-picture view. You are excited about the idea of working with a small team to get the job done, even if you sometimes need to do things that are outside of your direct job description

Ability to prioritize and handle multiple projects with tight deadlines."
416,Data Analyst,Revel,"Brooklyn, NY","Our Mission
Move people.
Our Values
We are independent. Creative. Gutsy. We aren’t afraid to dream big. We are accountable. To our customers. To our cities. To each other. We are humble. Human. Lighthearted. We take our work seriously, but not ourselves.
Mobility is the lifeblood of urban environments and cities need affordable, emissions-free transportation options that are free of delays. We believe that shared electric mopeds will become an integral part of transit networks, filling gaps not served by bike share, car share, scooter share, or public transit.
About the role
We’re looking for a data scientist who can quickly and easily learn their way around a variety of data structures and technology. With access to warehouses of real-time geospatial data as well as business operations data, this role will work with the rest of the Data Science team to develop both predictive and descriptive reporting, visualize data, and automate associated processes. You will report to the Senior Analyst, Data Science and Analytics.
Technical Requirements
2-3 years experience working as a data scientist/data analyst
An applied understanding of machine learning and other modeling techniques
Experience working with large data sets - geospatial data is a plus
Strong knowledge of R, Python and SQL, particularly Postgres and PostGIS
Experience with data visualization toolsFamiliarity with AWS services such as Kinesis, S3, EC2, RDS, and Redshift
Ability to quickly understand new technologies and data environments
Experience with a Unix-based operating system
Non-Technical Requirements
Strong written and verbal communication skills
Ability to summarize key findings into clear and actionable recommendations, and to interact with individuals at all levels
Strong project management skills and ability to plan and prioritize work in a fast-paced environment
Sense of urgency and an ability to multitask
Team player and willing to pick up extra responsibilities as required
You are enthusiastic, reliable, and hardworking
You take your work seriously but not yourself
Responsibilties
Understand business needs across multiple tiers (for example, executive, operations and logistics, business strategy, customer acquisition and retention)
Build deep knowledge of relevant internal and external data repositories
Translate data into meaningful and insightful information for business users via appropriate tools
Work collaboratively with operations, customer success, marketing, product, finance, and other departments to help answer questions and define KPIs
Prioritize and respond to ad hoc requests for information from the business and productionalize as necessary
Build and automate visualizations and reporting"
417,Sr Data Analyst,"Discovery Communications, LLC","New York, NY 10022 (Midtown area)","Position Summary
Discovery is looking for a Senior Data Analyst with a strong technical background to support data product innovation and process automation in a data-driven advertising sales team. Reporting to the Data Science Lead, this individual would use analytics and data engineering to drive business efficiencies and advance the development and enhancement of data products.
Responsibilities
Data Engineering
1. Build data pipelines and batch processes
2. Build complex SQL queries on disparate databases and reporting systems
3. Python scripting for data prep, cleaning, and validation
Data Product / Solutions Development
1. Work with a cross-functional team of data professionals and advertising sales people to define and test requirements for enhancing audience targeting systems and processes
2. Build proofs of concept and prototypes
3. Manage/participate in scrum projects and sprints
Other
1. Support various data cleansing and modeling needs of Data Science Lead
2. Support ad hoc requests from internal Sales team that require automation of data processes or other technical solutions (small and medium tasks)
3. Data visualizations and dashboarding using various data viz tools (Tableau, matplotlib, ggplot2, shiny apps, etc.)
4. Data and process documentation
5. Interfacing with internal IT and Cloud Engineering teams on various issues
Requirements
Bachelor’s or Master’s in a STEM field (Computer Science, engineering, data science, preferred), or relevant experience2-5 years of experience using databases and analytics toolsExperience with cloud platforms (AWS, Azure, Google Cloud Platform—AWS preferred)Advanced knowledge of SQL, PythonAbility to work at command lineExperience with Tableau or other business intelligence / data viz toolsAbility to think creatively and strategically to solve unstructured business and technical problemsEntrepreneurial mindsetDetail obsessionService orientationMust have the legal right to work in the United States
Preferred QualificationsExperience in media, advertising, marketing verticalAWS experience (especially S3, EC2, Lambda, EMR, Redshift, RDS)Experience with ServerlessKnowledge of R, Scala, Java, other languagesExperience working with Agile framework, using software such as JiraExperience building/administering SQL databases (Oracle, MySQL)Experience with NoSQL databases and big data platformsKnowledge of Big Data technologies (Spark, Databricks, Amazon EMR, etc.)Apache Airflow or other data pipelining frameworkExperience with knowledge-bases such as Confluence for documentationBasic knowledge of statistics and/or machine learning algorithms
New York City, New York, NYC, NY"
418,Senior Data Scientist,"Marsh & McLennan Companies, Inc.","New York, NY","Oliver Wyman is hiring top-tier Data Scientists to work in our newly launched New York Innovation Studio. In this role, you will work as part of a multi-disciplinary team that focuses on understanding real user problems & business opportunities, designing, building, prototyping, testing, and iterating to create scalable solutions that address our clients’ most pressing problems. Members of the Studio team will be focused on driving impact and creating real value for clients and internal users. As a Data Scientist, you will be: Providing essential insight and leverage on business problems through a data science lens Acting as a leader in data-related problem solving discussions, workshops and cross-functional co-creation sessions The go-to person for answering complex analytic questions related to large data sets in the spirit of helping clients shape solutions and services more effectively Responsibilities As a Data Scientist, you will be expected to: Work within integrated client and project teams to provide essential insight and leverage on business problems through a data science lens Understand, communicate, and manage the end-to-end lifecycle of analytics on a given project Balance deep involvement in technical solution development with execution, communication and delivery of the client project Support project teams through an understanding of which quantitative problems are the most valuable in a certain industry and a direction on which features and model structures are best suited to solving them Embark on exploratory data analysis projects to grow toolkit and content, as well as to discover untapped areas of growth and optimization Skills & Requirements As a Data Scientist, you will be expected to: Work well in interdisciplinary teams - Co-create with other Engineers, Designers, business experts, clients, and end-users, working in a fully integrated (vs.

siloe-ed) manner - Have extensive experience working with Software Developers and Engineers Demonstrate strong communication skills, i.e., - Demonstrate effective written and verbal communication and interpersonal skills - Communicate the solution, its parameters, its assumptions and its inner workings to audiences who vary widely in their levels of technical fluency and seniority – Be a self-starter who takes initiative - Able to work under very little supervision and guidance, to achieve team goals and complete assignments within established time frames - Be flexible and willing to learn – adapt quickly to new problems and fluid project circumstances - Contribute to problem solving within a flat team structure; roll-up your sleeves to contribute to all aspects of the solution Demonstrate technical background in computer science, data science, machine learning, artificial intelligence, statistics or other quantitative and computational science: - Demonstrate professional experience building and delivering data science and statistics based solutions, with an emphasis on creating measurable results and lasting impact, i.e., - Demonstrate experience managing the process of building a model, incorporating features, tuning performance, and deploying into production, often working under tight time constraints - Leverage an ‘engineering’ mindset and show a willingness to make rapid, pragmatic decisions to improve performance, accelerate progress or magnify impact; recognizing that the ‘good’ is not the enemy of the ‘perfect’ - Demonstrate solid and battle-tested understanding of the standard canon of machine learning practices, including but not limited to: - Linear and logistic regression - Decision tree classification and regression - Neural networks - Dimensionality reduction - Clustering - Bagging, boosting, and other non-parametric methods - Demonstrate expertise working with and maintaining open source data analysis platforms, including but not limited to: - Pandas, Scikit-Learn, Matplotlib, TensorFlow, Jupyter and other Python data tools - Spark, HDFS, Kafka and other high volume data tools - SQL and NoSQL storage tools, such as MySQL, Postgres, Cassandra, MongoDB and ElasticSearch Have minimum 3-5 years of relevant experience Oliver Wyman is a global leader in management consulting. With offices in 50+ cities across 26 countries, Oliver Wyman combines deep industry knowledge with specialized expertise in strategy, operations, risk management, and organization transformation. Our 4700+ professionals help clients optimize their business, improve their operations and risk profile, and accelerate their organizational performance to seize the most attractive opportunities. Oliver Wyman’s thought leadership is evident in our agenda-setting books, white papers, research reports, and articles in the business press.

Our clients are the CEOs and executive teams of the top Global 1000 companies. Visit our website for more details about Oliver Wyman: www.oliverwyman.com R_044253-en R_044253"
419,Lead Data Scientist,BCGDV,"New York, NY","We're BCG Digital Ventures. Adventure awaits you.

We are an ever-growing global team of the world's most remarkable entrepreneurs, designers, engineers, venture architects, product experts and investors. Our ventures create a strategic advantage for the most important global companies.

Engineering at BCGDV

Our multidisciplinary engineering team tackles challenges at their core. From product and test engineers to full stack engineers and data scientists, these venture builders all share a passion for innovative and emerging digital solutions. Working in collaboration with product and design teams, they use cutting-edge and custom technologies to imagine, build and launch breakthrough digital businesses that disrupt markets and generate untold value for businesses and consumers alike.

The Lead Data Scientist is responsible for demonstrating and communicating a passion for building the data foundation, products and capabilities that drive business growth.
In this role you will:Build innovative data products (i.e. real-time services, such as personalization and commerce graphing using Big Data platforms with real-time data ingestion and processing)
Execute descriptive analyses, ranging from identifying product opportunities to understanding user behavior
Cultivate strong collaborative relationships with product, engineering, senior stakeholders
Share your technical solutions and product ideas with the BCG Digital Ventures team through design review, pair programming, code reviews, and tech talks
You should have:Techniques like: Machine Learning, NLP, Graph Theory, AI
One or more programming languages like Python, Java, R, or Scala
Experience in leading and managing a team of data scientists
Experience in delivering data science components that are part of successful commercial products
Ability to collaborate with engineering teams to develop prototypes and software products that can be deployed across varied environments (i.e. cloud, on-premises, devices, etc.)
Big Data and Fast Data (i.e. real time streaming)
Ability to work with clients and executives
Advanced degree in Computer Science, Statistics, Mathematics, or equivalent practical experience
Minimum 7 years of relevant work experience, including expertise in recommendation systems, personalization, collaborative filtering and content-based filtering
Experience with distributed systems such as Hadoop/MapReduce, Spark, streaming data processing, cloud architecture
Familiarity with SQL or other querying language
Ability to work with dashboard and visualization software such as Tableau, D3, Mixpanel, Flurry or Google Analytics

To learn more, visit us atbcgdv.com ( http://bcgdv.com/ )

Interested applicants may apply through the careers section of the website at https://www.bcgdv.com/ ( https://www.bcgdv.com/ ). Interviews will take place after resumes have been screened for minimum requirements. Please note that this position is not restricted solely to the responsibilities listed above and that the job scope and responsibilities are subject to change.

BCG Digital Ventures is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, age, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected under federal, state or local law."
420,"Data Scientist, Principal",BNY Mellon,"New York, NY","Who we are

For over 230 years, Bank of New York Mellon (BNY Mellon) has been at the center of the global financial markets, providing the world’s leading institutions the tools, capabilities, and services to be distinctive investors. BNY Mellon has approximately $15 billion in revenues and market capitalization of approximately $50 billion.

BNY Mellon is a leader in the world of investment services and investment management, and our businesses support the full range of stakeholders of the financial system including:
Managing the custody of over $31 trillion financial assets of the world’s leading institutional investors, hedge funds, sovereign wealth funds, and corporates
Investing over $1.8 trillion as one of the largest global asset managers across a wide range of asset classes
Providing collateral, liquidity, and funding for the world’s largest banks through our markets franchise
Serving family offices and high net worth individuals in our top 10 wealth manager ($250 billion assets)
Providing a full suite of solutions to advisors, broker-dealers, family offices, hedge and '40 Act fund managers, registered investment advisor firms and wealth managers (over $1.8 trillion in client assets)
Advising large global corporations on a range of trust and other solutions
Providing integrated managed data services to asset managers (over $4.7 trillion)
In addition, BNY Mellon is a strategic partner to a variety of financial technology companies and a convener of influential industry and market structure forums.
 What we are doing

BNY Mellon recently announced the launch of a newly formed global digital team, led by Roman Regelman, a former BCG partner who drove a number of large scale digital transformations for global financial services clients. The Digital team drives BNY Mellon’s core digitization strategy and is responsible for mapping our digital future, investing in digital client and internal capabilities, including data management, analytics, artificial intelligence, machine learning and robotics.

The Digital team focuses on maximizing investments in our digital capabilities to drive significant improvements in business performance and the client and employee experience. The team is accelerating the bank’s innovation strategy, developing more cross-functional integration and mining best practices to integrate across businesses, regions, front line relationship managers, innovation centers. We are currently looking to fill positions at our global headquarters in Tribeca, New York.
 Role responsibilities

As a member of the Advanced Digital Solutions team, the primary focus and responsibilities will be to deliver tangible value and advance the digital agenda across the enterprise by accelerating effective use of AI. Main responsibilities will include:
Serving as AI solutions expert to address critical business needs in partnership with business teams, digital team members and technology. This includes designing and delivering proofs of concept as required.
Providing guidance on AI capabilities – available internally or in the market place – to determine best path forward factoring in feasibility, maturity of solutions, cost, time to market etc.
Driving the use of shared library / repository and model management of AI solutions across the enterprise
Driving / promoting best practices on effective use of AI solutions
Supporting lines of business and functions in developing AI capabilities to drive scaleQualifications
Bachelor’s Degree in business or a related discipline, or equivalent work experience required. Advanced degree in Math, Science / Engineering or a related discipline is preferred.

Preferred Qualifications:
An AI practitioner with hands on experience in designing and deploying machine learning solutions
Excellent understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forecasts, etc.
Experience with common data science toolkits, such as R, NumPy, MatLab, etc.
Experience with data visualization tools
Proficiency in using query languages and databases
Applied statistics skills, such as distributions, statistical testing, regression, etc.
Entrepreneurial and results oriented
Excellent analytical and problem solving skills
Able to deal well with uncertainty and unstructured problems to be solved
Able to work across businesses and functions at all levels
Able t lead ad-hoc and structured teams for achieving goals within established time parameters
Excellent interpersonal skills necessary to accomplish goals through others, including employees, peers, and other function/business areas of the company
7-10 years of related experience preferred
Experience in the securities, financial services, or asset management industry a plus
Graduate degree from top universities a plusBNY Mellon is an Equal Employment Opportunity/Affirmative Action Employer.Minorities/Females/Individuals With Disabilities/Protected Veterans.Primary Location: United States-New York-New YorkInternal Jobcode: 70195Job: DigitalOrganization: Digital Global-HR17565Requisition Number: 1912216"
421,Data Scientist - Modeling,Disney Streaming Services,"New York, NY","Disney Streaming Services (DSS) is creating the future of digital video entertainment products for one of the largest media brands in the world. We’re focused on delivering extraordinary experiences and distributing the incredible library of Disney content through all forms of interactive media. Our digital technology leadership and capabilities are married with a passion for crafting dynamic consumer-facing applications that integrate live and on-demand multimedia. We create great digital media products for millions of fans around the globe, and we're looking for strong performers who can help us improve what we do every day. This is an opportunity to impact experiences that will be used by millions of users worldwide.
The Data Scientist, Modeling is a critical position within DSS and in the Data organization who specializes in applying machine learning and statistical methods to develop a broad range of complex models that support business needs. You will collaborate across teams to define problems and develop modeling solutions with the Business, Product and Engineering teams.Responsibilities :Develop predictive algorithms across different areas with the aim of better understanding our customer and our business.
Translate business problems as modeling tasks that can deliver actionable insights, accurate predictions, and effective optimization.
Explain how models and systems work to both non-technical and technical stakeholders.
Collaborate with engineering teams to build modeling solutions and help integrate into the products and operational processes.
Process, cleanse, and verify the integrity of data used for analysis.
Enhance data collection procedures to include information that is relevant for creating better models.
Basic Qualifications :At least 2 years of relevant industry experience.
Demonstrated ability to present modeling results and recommendations to business and technical clients.
Demonstrated delivery of modeling solutions in production applications.
Expertise in modern statistical and machine learning algorithms.
Expertise in programming languages for data analysis and modeling (e.g., Python and R) and big data access tools.
Deep knowledge of machine learning algorithms (supervised and unsupervised learning), advanced statistics (time series forecasting, clustering algorithms, probabilistic models) and NLP (topic modeling, sentiment analysis).
Excellent communication and presentation skills.
Ability to gauge the complexity of machine learning problems and a willingness to execute simple approaches for quick effective solutions as appropriate.
Graduate degree in Computer Science, Statistics, Mathematics, Engineering, Economics preferred or equivalent professional experience."
422,Data Scientist - Experimentation,Disney Streaming Services,"New York, NY","Disney Streaming Services (DSS) is creating the future of digital video entertainment products for one of the largest media brands in the world. We’re focused on delivering extraordinary experiences and distributing the incredible library of Disney content through all forms of interactive media. Our digital technology leadership and capabilities are married with a passion for crafting dynamic consumer-facing applications that integrate live and on-demand multimedia. We create great digital media products for millions of fans around the globe, and we're looking for strong performers who can help us improve what we do every day. This is an opportunity to impact experiences that will be used by millions of users worldwide.
The Data Scientist, Experimentation is a critical position within DSS and in the Data organization to apply advanced statistical methods to design and analyze A/B experimentations for product and algorithm/model changes. We make product and business decisions based on what we learned from A/B testing. Therefore, it is essential to ask the right questions and measure the right things to answer them.Responsibilities :Develop sampling and allocation methodology for experimentations.
Design and analyze A/B experimentations for product and algorithm/model changes.
Create actionable metrics and design effective experiments.
Explain experimentation results to both non-technical and technical stakeholders.
Collaborate with engineering teams to improve the experimentation pipeline and platform.
Process, cleanse, and verify the integrity of data used for analysis.
Basic Qualifications :At least 2 years of relevant industry experience.
Demonstrated ability to design, analyze and present A/B experimentation results and recommendations to business and technical clients.
Strong statistics knowledge and experience to strengthen the validity of A/B tests, including statistical distributions and testing/sampling methodologies.
Expertise in programming languages for data processing and analysis (e.g., Python and R) and big data access tools.
Extensive background in statistical methods and data mining
Excellent communication and presentation skills.
Graduate degree in Statistics, Mathematics, Economics, Computer Science preferred, or equivalent professional experience."
423,AI Data Scientist / Data Engineer,PwC,"New York, NY 10012 (Little Italy area)","PwC Labs is focused on standardizing, automating, delivering tools and processes and exploring emerging technologies that drive efficiency and enable our people to reimagine the possible. Process improvement, transformation, effective use of innovative technology and data & analytics, and leveraging alternative delivery solutions are key areas of focus to drive additional value for our firm.

The AI Lab focuses on implementing solutions that impact efficiency and effectiveness of our technology functions. Process improvement, transformation, effective use of technology and data & analytics, and leveraging alternative delivery are key areas to drive value and continue to be recognized as the leading professional services firm. AI Lab is focused on identifying and prioritizing emerging technologies to get the most out of our investments.

To really stand out and make us ?t for the future in a constantly changing world, each and every one of us at PwC needs to be an authentic and inclusive leader, at all grades/levels and in all lines of service. To help us achieve this we have the PwC Professional; our global leadership development framework. It gives us a single set of expectations across our lines, geographies and career paths, and provides transparency on the skills we need as individuals to be successful and progress in our careers, now and in the future.

As an Associate, you’ll work as part of a team of problem solvers, helping to solve complex business issues from strategy to execution. PwC Professional skills and responsibilities for this management level include but are not limited to:
Invite and provide evidence-based feedback in a timely and constructive manner.
Share and collaborate effectively with others.
Work with existing processes/systems whilst making constructive suggestions for improvements.
Validate data and analysis for accuracy and relevance.
Follow risk management and compliance procedures.
Keep up-to-date with technical developments for business area.
Communicate confidently in a clear, concise and articulate manner - verbally and in written form.
Seek opportunities to learn about other cultures and other parts of the business across the Network of PwC firms.
Uphold the firm’s code of ethics and business conduct.

Our team is capability centric, focusing on AI and machine learning techniques that are broadly applicable across all industries. We work with a variety of data mediums including text, audio, imagery, sensory, and structured data. Our work involves the use of supervised/unsupervised machine learning algorithms, traditional statistical models, deep neural networks, terabyte scale data, and simulation modelling. Our work is having a tremendous impact on how PwC & our clients do business.
Job Requirements and Preferences :Basic Qualifications :Minimum Degree Required :
Bachelor Degree
Minimum Years of Experience :
1 year(s)
Preferred Qualifications :Preferred Fields of Study :
Computer and Information Science, Computer Engineering, Computer and Information Science & Accounting, Economics, Economics and Finance, Economics and Finance & Technology, Engineering, Mathematics, Mathematical Statistics, Statistics
Preferred Knowledge/Skills :
Demonstrates some knowledge and/or a proven record of success in the following areas:

Exploring new analytical technologies and evaluating their technical and commercial viability quickly;
Working in 4-week sprint cycles to develop proof-of-concepts and prototype models that can be demoed and explained to data scientists, internal stakeholders, and clients;
Testing and rejecting hypotheses around data processing and machine learning model building;
Demonstrating ability to experiment, fail quickly, and recognize when you need assistance vs. when you conclude that a technology is not suitable for the task;
Building machine learning pipelines that ingest, clean data, and make predictions;
Staying abreast of new AI research from leading labs by reading papers and experimenting with code;
Developing innovative solutions and perspectives on AI that can be published in academic journals/arXiv and shared with clients;
Demonstrating ability to continuously learn new technologies and quickly evaluate their technical and commercial viability;
Applying machine learning techniques for addressing a variety of problems (e.g. consumer segmentation, revenue forecasting, image classification, etc.);
Understanding of machine learning algorithms (e.g. k-nearest neighbors, random forests, ensemble methods, deep neural networks, etc.) and when it is appropriate to use each technique;
Building machine learning models and systems, interpreting their output, and communicating the results;
Moving models from development to production is a plus; and,
Conducting research in a lab and publishing work is a plus.

Demonstrates some abilities and/or a proven record of success learning and applying new skills quickly, including the following areas and technologies:
Programming: Python, R, Java, JavaScript, C++, Unix;
Hardware: sensors, robotics, GPU enabled machine learning, FPGAs, Raspberry Pis, etc.;
Data Storage Technologies: SQL, NoSQL, Hadoop, cloud-based databases such as GCP BigQuery, and different storage formats (e.g. Parquet, etc.);
Data Processing Tools: Python (Numpy, Pandas, etc.), Spark, cloud-based solutions such as GCP DataFlow;
Machine Learning Libraries: Python (scikit-learn, genism, etc.), TensorFlow, Keras, PyTorch, Spark MLlib;
Visualization: Python (Matplotlib, Seaborn, bokeh, etc.), JavaScript (d3); and,
Productionization and containerization technologies: GitHub, Flask, Docker, Kubernetes.
All qualified applicants will receive consideration for employment at PwC without regard to race; creed; color; religion; national origin; sex; age; disability; sexual orientation; gender identity or expression; genetic predisposition or carrier status; veteran, marital, or citizenship status; or any other status protected by law. PwC is proud to be an affirmative action and equal opportunity employer."
424,Data Scientist - Modeling,Disney Streaming Services,"New York, NY","Disney Streaming Services (DSS) is creating the future of digital video entertainment products for one of the largest media brands in the world. We’re focused on delivering extraordinary experiences and distributing the incredible library of Disney content through all forms of interactive media. Our digital technology leadership and capabilities are married with a passion for crafting dynamic consumer-facing applications that integrate live and on-demand multimedia. We create great digital media products for millions of fans around the globe, and we're looking for strong performers who can help us improve what we do every day. This is an opportunity to impact experiences that will be used by millions of users worldwide.
The Data Scientist, Modeling is a critical position within DSS and in the Data organization who specializes in applying machine learning and statistical methods to develop a broad range of complex models that support business needs. You will collaborate across teams to define problems and develop modeling solutions with the Business, Product and Engineering teams.Responsibilities :Develop predictive algorithms across different areas with the aim of better understanding our customer and our business.
Translate business problems as modeling tasks that can deliver actionable insights, accurate predictions, and effective optimization.
Explain how models and systems work to both non-technical and technical stakeholders.
Collaborate with engineering teams to build modeling solutions and help integrate into the products and operational processes.
Process, cleanse, and verify the integrity of data used for analysis.
Enhance data collection procedures to include information that is relevant for creating better models.
Basic Qualifications :At least 2 years of relevant industry experience.
Demonstrated ability to present modeling results and recommendations to business and technical clients.
Demonstrated delivery of modeling solutions in production applications.
Expertise in modern statistical and machine learning algorithms.
Expertise in programming languages for data analysis and modeling (e.g., Python and R) and big data access tools.
Deep knowledge of machine learning algorithms (supervised and unsupervised learning), advanced statistics (time series forecasting, clustering algorithms, probabilistic models) and NLP (topic modeling, sentiment analysis).
Excellent communication and presentation skills.
Ability to gauge the complexity of machine learning problems and a willingness to execute simple approaches for quick effective solutions as appropriate.
Graduate degree in Computer Science, Statistics, Mathematics, Engineering, Economics preferred or equivalent professional experience."
425,Data Scientist - Experimentation,Disney Streaming Services,"New York, NY","Disney Streaming Services (DSS) is creating the future of digital video entertainment products for one of the largest media brands in the world. We’re focused on delivering extraordinary experiences and distributing the incredible library of Disney content through all forms of interactive media. Our digital technology leadership and capabilities are married with a passion for crafting dynamic consumer-facing applications that integrate live and on-demand multimedia. We create great digital media products for millions of fans around the globe, and we're looking for strong performers who can help us improve what we do every day. This is an opportunity to impact experiences that will be used by millions of users worldwide.
The Data Scientist, Experimentation is a critical position within DSS and in the Data organization to apply advanced statistical methods to design and analyze A/B experimentations for product and algorithm/model changes. We make product and business decisions based on what we learned from A/B testing. Therefore, it is essential to ask the right questions and measure the right things to answer them.Responsibilities :Develop sampling and allocation methodology for experimentations.
Design and analyze A/B experimentations for product and algorithm/model changes.
Create actionable metrics and design effective experiments.
Explain experimentation results to both non-technical and technical stakeholders.
Collaborate with engineering teams to improve the experimentation pipeline and platform.
Process, cleanse, and verify the integrity of data used for analysis.
Basic Qualifications :At least 2 years of relevant industry experience.
Demonstrated ability to design, analyze and present A/B experimentation results and recommendations to business and technical clients.
Strong statistics knowledge and experience to strengthen the validity of A/B tests, including statistical distributions and testing/sampling methodologies.
Expertise in programming languages for data processing and analysis (e.g., Python and R) and big data access tools.
Extensive background in statistical methods and data mining
Excellent communication and presentation skills.
Graduate degree in Statistics, Mathematics, Economics, Computer Science preferred, or equivalent professional experience."
426,Data Scientist - NLP (Experience Required),"Honcker, Inc","New York, NY","Job Description
Honcker is a car leasing startup that is set out to disrupt the automotive leasing industry. We are looking for a data scientist to join our growing team as part of the technology team. You will work on solving challenging problems that will change the industry, evolve our product and ultimately help consumers make informative decisions.
Responsibilities:
Build real-time models leveraging NLP for targeted computations
Establish machine learning techniques for path to automating manual workflows
Work closely with data engineers and product teams to solve real world problems
Build POC’s for data projects to navigate decisions for product enhancements
Partner with product for A/B testing and establishing statistical significance
Learn new technologies and adapt into our systems as the industry evolves
Normalize data: review for data inconsistencies and identify opportunities to improve data collection
Build high-performance algorithms, prototypes, predictive models and proof of concepts
Qualifications:
Masters or PhD in computer science, information retrieval, statistics, applied math, or other quantitative field
3+ years of professional and hands-on experience in NLP and machine learning, from concept to production
3+ years experience in Python and/or Scala. Large scale data analysis tools (e.g. Spark), Cloud Computing Platforms (e.g. AWS)
3+ SQL-based technologies (e.g. PostgreSQL, MySQL)
Solid background in statistical learning techniques for NLP (e.g. HMMs, CRFs, SVMs, LDA, LSI, MRFs and etc)
Experience in deep learning approaches to NLP: word/paragraph embedding, structured prediction, sentiment analysis
Experience in one or more of the following areas in NLP: entity/relation extraction, information extraction, summarization, semantics, document classification, ontology
Independent and can develop their own algorithms and experiments.
Stays current on published state-of-the-art ML methods, technologies, and applications."
427,Senior Data Scientist,sparks & honey,"New York, NY","We are looking for an experienced data scientist to help drive our modeling and data transformation efforts across all sparks & honey products.

As a Senior Data Scientist at sparks & honey, you'll be balancing being your day-to-day work, collaborating with the larger dev team on product builds, and mentoring the team around you as you build the data and intelligence tools that help companies shape culture. You will work with data analysts, architects, engineers and developers to create the data handling rules and models for our growing portfolio of products and clients.
About sparks & honey:
In 2012, we created a new agency based on the belief that cultural relevance is an important business driver. Six years later, we've expanded our NYC team to more than sixty individuals, and are rapidly growing our office in Los Angeles as well. We count some of the most important brands in diverse industries as our clients. Our leadership headlines industry events and contributes to academic think tanks, and our quarterly trend reports have been downloaded hundreds of thousands of times.
Who We Are:
We're a blend of types A and B, but all of us are type C—for Culture. We make change visible and visceral—melding the best of man and machine. Our mission is to open minds and create possibilities. We place a premium on curiosity, exploration, edge-dwelling, and encouraging one another to challenge conventions and produce new norms. We value collaboration, co-creation, and openness.
Cultural Requirements:Innate curiosity and keen interest in the intersection of data, research and product
A balance of collaborative, creative exploration; and attention to detail
You enjoy working in an intense, fast-paced, agile, anti-disciplinary environment
What You'll Do:Garnish and transform unstructured data to produce a new understanding of culture and business performance
Establish new nomenclature and categorization schemes for ergodic data
Define criteria, specifications and standards for the creation, storage and usage of operational and analytical data models
Create measurement and evaluation frameworks, learning agendas, and test/experiment designs
Build models; selecting appropriate variables, adjusting variable weights, testing, and readying your performant codebase for production implementation
Evolve existing data models, including the functions and entities within those functions to support emerging business needs
Establish and enforce the means to monitor and communicate the meaning of data on ongoing basis for internal team and clients
Support the overall master data governance process
Ensure strong collaboration with business teams on all projects from requirements gathering to client work executions
Who You Are/Experience Requirements:A data scientist with 4-6+ years of experience in data science roles
The possessor of a background in social or behavioral science is always a plus
Someone with a strong background in statistics, including:
Experiment design, especially with non-linear and confounding variables
Previous implementation of floating point macros a plus
A person with excellent forecasting and modeling chops (required), especially:
Marketing mix model variants
Bayesian and stochastic forecasting models
Propensity modeling & propensity scoring
Someone with 3+ years of significant experience working with complex unstructured and semi-structured data, and an excellent understanding of relational database concepts and performant system design, as well as experience extracting insights from large data sets using advanced Python
A producer of production ready code
A human used to working with BI tools for data visualization like Tableau, D3, Kibana
Happy to explore public speaking, presenting data and leading training sessions
Experienced in managing your own projects, vendor and client relationships, and supervising individuals

Work samples or case studies will be required

We are proud to be an Equal Opportunity/Affirmative Action Employer and committed to leveraging the diverse backgrounds, perspectives and experience of our workforce to create opportunities for our colleagues and our business. We do not discriminate in employment decisions on the basis of any protected category."
